;purchdate;amount;mcc;mrchcity;mrchname;cnum;store_name;merchant_name;category_x;cnum_;categorycode;gender;age;married_;residenttype;category_y;description
63514912;2019-09-24 00:00:00;200.0;5812;MOSCOW;J1KEXJ7D KOJXT7JDO7;QOHFDS;Сыроварня;J1KEXJ7D KOJXT7JDO7;Restaurants;QOHFDS;84;F;38;not_married;R;84;Premium Direct Regular Customer
46065725;2019-09-26 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;EL411O;Vendex;T1D81N;Fast Food;EL411O;50;M;25;not_married;R;50;Corporate customer employee/ payroll scheme
24964837;2019-11-13 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELH4LZ;Vendex;T1D81N;Fast Food;ELH4LZ;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
44305565;2019-11-13 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;KJJPLM;Vendex;T1D81N;Fast Food;KJJPLM;50;F;47;not_married;R;50;Corporate customer employee/ payroll scheme
60249563;2019-10-25 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;EE0V2E;Vendex;T1D81N;Fast Food;EE0V2E;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
18607151;2019-12-13 00:00:00;1092.0;5814;Moscow;LWK481 8XUD I731;NQIKQQ;Upside Down Cake;LWK481 8XUD I731;Fast Food;NQIKQQ;50;F;45;married;R;50;Corporate customer employee/ payroll scheme
50873121;2019-12-13 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;E4AHK5;Vendex;T1D81N;Fast Food;E4AHK5;70;M;21;not_married;R;70;Regular retail banking customer
36659719;2019-09-23 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;0OHYNC;Vendex;T1D81N;Fast Food;0OHYNC;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
62381648;2019-11-25 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;E4XD5G;Vendex;T1D81N;Fast Food;E4XD5G;50;F;28;not_married;R;50;Corporate customer employee/ payroll scheme
174731;2019-11-29 00:00:00;515.0;5814;MOSKVA;3AH10 D7KLKIADO4O;MKNTLT;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;MKNTLT;81;F;39;not_married;R;81;Affluent Banking payroll customer
30520790;2019-10-05 00:00:00;669.0;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;2GHSNC;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;2GHSNC;50;M;42;not_married;R;50;Corporate customer employee/ payroll scheme
45895805;2019-10-09 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;2DODHY;Vendex;T1D81N;Fast Food;2DODHY;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
53957624;2019-10-18 00:00:00;125.0;5814;MOSKVA;IX9911 WX4DE;KYYGXH;Кофе Поинт;IX9911 WX4DE;Fast Food;KYYGXH;70;M;32;not_married;R;70;Regular retail banking customer
14438398;2019-10-04 00:00:00;513.0;5814;MOSKVA;3AH10 D7KLKIADO4O;LITLPI;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;LITLPI;81;F;39;married;R;81;Affluent Banking payroll customer
15725619;2019-09-18 00:00:00;66.0;5814;MOSKVA;IX991 WX4DE;ELXGEH;Кофе Поинт;IX991 WX4DE;Fast Food;ELXGEH;50;F;45;not_married;R;50;Corporate customer employee/ payroll scheme
11676245;2019-10-15 00:00:00;580.0;5814;MOSKVA;IX9911 WX4DE;EE7PPT;Кофе Поинт;IX9911 WX4DE;Fast Food;EE7PPT;85;F;29;not_married;R;85;Premium Direct Payroll Customer
34308355;2019-10-26 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;2YNDFO;Vendex;T1D81N;Fast Food;2YNDFO;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
49207867;2019-11-05 00:00:00;1317.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;8XFOFG;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;8XFOFG;50;F;52;not_married;N;50;Corporate customer employee/ payroll scheme
47789452;2019-09-20 00:00:00;290.0;5814;MOSKVA;IX9911 WX4DE;9GDYYH;Кофе Поинт;IX9911 WX4DE;Fast Food;9GDYYH;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
28702396;2019-10-22 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;KNFGNH;Vendex;T1D81N;Fast Food;KNFGNH;50;M;29;married;R;50;Corporate customer employee/ payroll scheme
62481245;2019-10-28 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;PRPNKN;Vendex;T1D81N;Fast Food;PRPNKN;50;M;60;married;R;50;Corporate customer employee/ payroll scheme
59093232;2019-10-31 00:00:00;100.34;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;EEUCID;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;EEUCID;50;F;61;not_married;R;50;Corporate customer employee/ payroll scheme
23376394;2019-12-17 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELT29B;Vendex;T1D81N;Fast Food;ELT29B;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
42373838;2019-11-13 00:00:00;135.8;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;TQLRIP;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;TQLRIP;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
66537075;2019-09-29 00:00:00;100.62;5411;MOSCOW;C1EJX KEXJ1 MQMP;EEJ2Y6;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;EEJ2Y6;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
39156900;2019-12-12 00:00:00;981.0;5812;MOSCOW;3791 73781C4O7;NPJMMJ;Академия;3791 73781C4O7;Restaurants;NPJMMJ;81;F;41;not_married;R;81;Affluent Banking payroll customer
66687276;2019-10-22 00:00:00;285.0;5814;MOSKVA;IX9911 WX4DE;ELU44Y;Кофе Поинт;IX9911 WX4DE;Fast Food;ELU44Y;70;F;37;not_married;R;70;Regular retail banking customer
25023899;2019-12-05 00:00:00;53.0;5814;SANKT-PETERBU;T1D81N;ELHN5H;Vendex;T1D81N;Fast Food;ELHN5H;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
38786993;2019-09-27 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4TTID;Vendex;T1D81N;Fast Food;E4TTID;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
4230745;2019-11-06 00:00:00;345.0;5814;MOSKVA;IX9911 WX4DE;LJRQTQ;Кофе Поинт;IX9911 WX4DE;Fast Food;LJRQTQ;85;F;42;married;R;85;Premium Direct Payroll Customer
23652622;2019-11-25 00:00:00;415.0;5814;MOSKVA;IX9911 WX4DE;EL90AG;Кофе Поинт;IX9911 WX4DE;Fast Food;EL90AG;50;F;23;not_married;R;50;Corporate customer employee/ payroll scheme
54502173;2019-10-29 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;KJMRQM;Vendex;T1D81N;Fast Food;KJMRQM;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
1305579;2019-09-25 00:00:00;100.0;5814;Moscow;LWK481 8XUD I731;JMIQLJ;Upside Down Cake;LWK481 8XUD I731;Fast Food;JMIQLJ;80;F;45;not_married;R;80;Affluent Banking regular customer
46711960;2019-09-19 00:00:00;39.0;5814;SANKT-PETERBU;T1D81N;E4LOXS;Vendex;T1D81N;Fast Food;E4LOXS;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
3688164;2019-10-17 00:00:00;390.0;5814;MOSKVA;3AH10 D7KLKIADO4O;RLQIKN;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;RLQIKN;81;F;36;not_married;R;81;Affluent Banking payroll customer
46966496;2019-10-25 00:00:00;537.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;LTPIRM;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;LTPIRM;84;M;61;married;R;84;Premium Direct Regular Customer
41985816;2019-11-29 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;KJPPNJ;Vendex;T1D81N;Fast Food;KJPPNJ;50;F;47;married;R;50;Corporate customer employee/ payroll scheme
19765070;2019-10-30 00:00:00;240.0;5814;MOSKVA;3AH10 D7KLKIADO4O;0YDYCH;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;0YDYCH;85;M;30;not_married;R;85;Premium Direct Payroll Customer
62384219;2019-12-03 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;E4VAEA;Vendex;T1D81N;Fast Food;E4VAEA;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
4116069;2019-10-10 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELHDMZ;Vendex;T1D81N;Fast Food;ELHDMZ;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
48497749;2019-10-25 00:00:00;746.76;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;ZNGODS;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;ZNGODS;50;F;45;married;R;50;Corporate customer employee/ payroll scheme
13569075;2019-10-21 00:00:00;300.0;5814;MOSKVA;IX9911 WX4DE;0FDSCF;Кофе Поинт;IX9911 WX4DE;Fast Food;0FDSCF;81;F;37;married;R;81;Affluent Banking payroll customer
35662173;2019-11-25 00:00:00;100.0;5814;GATCHINA;T1D81N;EL0KAC;Vendex;T1D81N;Fast Food;EL0KAC;50;M;41;married;R;50;Corporate customer employee/ payroll scheme
22465587;2019-12-05 00:00:00;110.0;5814;MOSKVA;IX9911 WX4DE;E4SK8Q;Кофе Поинт;IX9911 WX4DE;Fast Food;E4SK8Q;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
20796826;2019-11-29 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;EEKBPP;Vendex;T1D81N;Fast Food;EEKBPP;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
12223120;2019-12-12 00:00:00;880.0;5814;MOSCOW;L8I;NPIKPN;Upside Down Cake;L8I;Fast Food;NPIKPN;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
2668073;2019-09-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;MRJKMP;Vendex;T1D81N;Fast Food;MRJKMP;50;F;41;not_married;R;50;Corporate customer employee/ payroll scheme
40564125;2019-09-18 00:00:00;716.57;5411;MOSCOW;C1EJX KEXJ1 MQMP;EEP2BB;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;EEP2BB;50;F;51;not_married;R;50;Corporate customer employee/ payroll scheme
40994100;2019-12-05 00:00:00;2082.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;MMKRIM;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;MMKRIM;50;M;50;married;R;50;Corporate customer employee/ payroll scheme
38531528;2019-10-07 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;5OHFGN;Vendex;T1D81N;Fast Food;5OHFGN;50;F;39;not_married;R;50;Corporate customer employee/ payroll scheme
28952705;2019-11-01 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;VFHSFX;Vendex;T1D81N;Fast Food;VFHSFX;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
46516517;2019-11-12 00:00:00;516.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;KTTKKK;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;KTTKKK;50;F;48;not_married;R;50;Corporate customer employee/ payroll scheme
47368037;2019-10-01 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4C252;Vendex;T1D81N;Fast Food;E4C252;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
885548;2019-12-12 00:00:00;505.0;5814;MOSKVA;3AH10 D7KLKIADO4O;PXYDXC;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;PXYDXC;50;F;35;not_married;R;50;Corporate customer employee/ payroll scheme
29966754;2019-11-14 00:00:00;250.0;5814;MOSKVA;3AH10 D7KLKIADO4O;E4SPMP;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;E4SPMP;70;F;25;married;R;70;Regular retail banking customer
30740068;2019-10-26 00:00:00;494.08;5411;SANKT-PETERBU;6 KA7ZXT;ELIBBV;7 шагов;6 KA7ZXT;Supermarkets;ELIBBV;70;F;52;not_married;R;70;Regular retail banking customer
38105581;2019-11-11 00:00:00;70.0;5814;SANKT-PETERBU;T1D81N;ELQMAT;Vendex;T1D81N;Fast Food;ELQMAT;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
47955467;2019-11-02 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELITHY;Vendex;T1D81N;Fast Food;ELITHY;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
44877728;2019-10-01 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELCM5Q;Vendex;T1D81N;Fast Food;ELCM5Q;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
32762257;2019-11-21 00:00:00;68.0;5814;SANKT-PETERBU;T1D81N;VFYHNO;Vendex;T1D81N;Fast Food;VFYHNO;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
64537508;2019-11-01 00:00:00;764.0;5814;MOSKVA;LWK481 8XUD I731;TMRTJN;Upside Down Cake;LWK481 8XUD I731;Fast Food;TMRTJN;70;F;44;not_married;R;70;Regular retail banking customer
36450096;2019-11-01 00:00:00;22365.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;EL9RBP;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;EL9RBP;50;M;50;married;R;50;Corporate customer employee/ payroll scheme
19575629;2019-10-29 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;EL9CIC;Vendex;T1D81N;Fast Food;EL9CIC;50;M;23;not_married;R;50;Corporate customer employee/ payroll scheme
30710048;2019-10-14 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHS0S;Vendex;T1D81N;Fast Food;ELHS0S;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
64722757;2019-10-23 00:00:00;272.35;5411;SANKT-PETERBU;6 KA7ZXT;RINNMP;7 шагов;6 KA7ZXT;Supermarkets;RINNMP;70;M;46;married;R;70;Regular retail banking customer
36822787;2019-10-24 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;BYDYCN;Vendex;T1D81N;Fast Food;BYDYCN;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
57005811;2019-11-29 00:00:00;1795.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;KQRKMQ;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;KQRKMQ;50;F;41;not_married;R;50;Corporate customer employee/ payroll scheme
35133876;2019-10-25 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;EL2IS6;Vendex;T1D81N;Fast Food;EL2IS6;70;M;33;married;R;70;Regular retail banking customer
54844815;2019-11-15 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;EE20U1;Vendex;T1D81N;Fast Food;EE20U1;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
37916222;2019-10-03 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;QGXDDD;Vendex;T1D81N;Fast Food;QGXDDD;50;F;27;not_married;R;50;Corporate customer employee/ payroll scheme
28570807;2019-10-18 00:00:00;39.0;5814;SANKT-PETERBU;T1D81N;RQTPQQ;Vendex;T1D81N;Fast Food;RQTPQQ;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
42043838;2019-11-07 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;KJLQRL;Vendex;T1D81N;Fast Food;KJLQRL;50;M;45;married;R;50;Corporate customer employee/ payroll scheme
44830309;2019-10-01 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;BCCXDS;Vendex;T1D81N;Fast Food;BCCXDS;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
15199375;2019-11-13 00:00:00;420.0;5814;MOSKVA;3AH10 D7KLKIADO4O;MRMKRI;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;MRMKRI;81;M;46;married;R;81;Affluent Banking payroll customer
62426259;2019-10-04 00:00:00;531.35;5411;SANKT-PETERBU;6 KA7ZXT;ELEY4V;7 шагов;6 KA7ZXT;Supermarkets;ELEY4V;50;F;55;not_married;R;50;Corporate customer employee/ payroll scheme
24450899;2019-12-04 00:00:00;205.0;5814;MOSKVA;IX9911 WX4DE;9SGGYF;Кофе Поинт;IX9911 WX4DE;Fast Food;9SGGYF;50;F;40;not_married;R;50;Corporate customer employee/ payroll scheme
36552579;2019-10-18 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;TNPMMP;Vendex;T1D81N;Fast Food;TNPMMP;50;M;54;married;R;50;Corporate customer employee/ payroll scheme
58593430;2019-10-02 00:00:00;1263.96;5411;MOSCOW;C1EJX KEXJ1 MQMP;EERTAP;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;EERTAP;50;F;30;married;R;50;Corporate customer employee/ payroll scheme
34310238;2019-10-09 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;EERO9T;Vendex;T1D81N;Fast Food;EERO9T;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
9605267;2019-09-26 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;JTJTRL;Vendex;T1D81N;Fast Food;JTJTRL;50;F;51;married;R;50;Corporate customer employee/ payroll scheme
26413329;2019-12-12 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;2SFXSD;Vendex;T1D81N;Fast Food;2SFXSD;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
10911717;2019-12-12 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;EL88XI;Vendex;T1D81N;Fast Food;EL88XI;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
46063803;2019-12-14 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;2FFCFC;Vendex;T1D81N;Fast Food;2FFCFC;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
17988417;2019-12-09 00:00:00;248.5;5814;MOSKVA;3AH10 D7KLKIADO4O;MIQMMR;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;MIQMMR;81;F;45;married;R;81;Affluent Banking payroll customer
14342942;2019-12-01 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELSOFZ;Vendex;T1D81N;Fast Food;ELSOFZ;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
18335815;2019-10-10 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;9SYHDD;Vendex;T1D81N;Fast Food;9SYHDD;50;M;41;not_married;R;50;Corporate customer employee/ payroll scheme
8571098;2019-12-01 00:00:00;211.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;ELLDIG;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;ELLDIG;70;M;39;married;R;70;Regular retail banking customer
43137022;2019-12-07 00:00:00;492.29;5411;SANKT-PETERBU;6 KA7ZXT;EL4MUY;7 шагов;6 KA7ZXT;Supermarkets;EL4MUY;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
25593148;2019-11-18 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;EEPLVQ;Vendex;T1D81N;Fast Food;EEPLVQ;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
5120892;2019-10-16 00:00:00;275.0;5814;MOSKVA;3AH10 D7KLKIADO4O;NMLQKL;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;NMLQKL;70;F;35;not_married;R;70;Regular retail banking customer
20590695;2019-11-20 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4SOJJ;Vendex;T1D81N;Fast Food;E4SOJJ;50;F;25;not_married;R;50;Corporate customer employee/ payroll scheme
43278744;2019-09-30 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELZHV6;Vendex;T1D81N;Fast Food;ELZHV6;50;F;28;married;R;50;Corporate customer employee/ payroll scheme
55172134;2019-10-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;BXOFGO;Vendex;T1D81N;Fast Food;BXOFGO;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
50476773;2019-12-03 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;ELSHZ4;Vendex;T1D81N;Fast Food;ELSHZ4;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
38797103;2019-10-23 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;EERM4C;Vendex;T1D81N;Fast Food;EERM4C;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
21643129;2019-10-12 00:00:00;195.0;5814;MOSKVA;3AH10 D7KLKIADO4O;JRQMMN;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;JRQMMN;81;M;37;married;R;81;Affluent Banking payroll customer
12478976;2019-10-02 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;KTKKMT;Vendex;T1D81N;Fast Food;KTKKMT;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
59006630;2019-11-11 00:00:00;123.0;5814;MOSKVA;IX9911 WX4DE;E4N84B;Кофе Поинт;IX9911 WX4DE;Fast Food;E4N84B;70;M;23;not_married;R;70;Regular retail banking customer
35592563;2019-10-23 00:00:00;145.0;5814;MOSKVA;IX9911 WX4DE;6DHGHS;Кофе Поинт;IX9911 WX4DE;Fast Food;6DHGHS;81;M;50;not_married;R;81;Affluent Banking payroll customer
20409940;2019-10-07 00:00:00;152.0;5814;MOSKVA;IX9911 WX4DE;JRTRJN;Кофе Поинт;IX9911 WX4DE;Fast Food;JRTRJN;81;M;44;married;R;81;Affluent Banking payroll customer
10432730;2019-10-12 00:00:00;1340.0;5814;MOSKVA;LWK481 8XUD I731;4HDSOG;Upside Down Cake;LWK481 8XUD I731;Fast Food;4HDSOG;81;M;38;married;R;81;Affluent Banking payroll customer
21173531;2019-11-28 00:00:00;275.0;5814;MOSKVA;IX9911 WX4DE;JFXYSD;Кофе Поинт;IX9911 WX4DE;Fast Food;JFXYSD;70;M;26;not_married;R;70;Regular retail banking customer
38326847;2019-11-27 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELHNO0;Vendex;T1D81N;Fast Food;ELHNO0;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
59763852;2019-12-14 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELSHQM;Vendex;T1D81N;Fast Food;ELSHQM;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
43683348;2019-12-18 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELSOXH;Vendex;T1D81N;Fast Food;ELSOXH;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
46752295;2019-12-18 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;8YHSSS;Vendex;T1D81N;Fast Food;8YHSSS;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
19838885;2019-10-01 00:00:00;808.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;RQPIKI;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;RQPIKI;70;F;42;married;R;70;Regular retail banking customer
60247102;2019-10-28 00:00:00;3600.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;KQTLIK;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;KQTLIK;50;F;54;married;R;50;Corporate customer employee/ payroll scheme
4770028;2019-10-17 00:00:00;360.0;5814;MOSKVA;LWK481 8XUD I731;QLQJJP;Upside Down Cake;LWK481 8XUD I731;Fast Food;QLQJJP;81;F;38;not_married;R;81;Affluent Banking payroll customer
28998022;2019-11-13 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;2DHNNC;Vendex;T1D81N;Fast Food;2DHNNC;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
6464398;2019-10-16 00:00:00;1276.0;5812;VERKHNYAYA PY;KTXO7 3XCW7D4O7;E4CDNO;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;E4CDNO;81;M;35;married;R;81;Affluent Banking payroll customer
60499823;2019-10-01 00:00:00;299.49;5411;SANKT-PETERBU;6 KA7ZXT;ELMZU6;7 шагов;6 KA7ZXT;Supermarkets;ELMZU6;50;M;65;married;R;50;Corporate customer employee/ payroll scheme
62746613;2019-11-19 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELVKCA;Vendex;T1D81N;Fast Food;ELVKCA;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
25849336;2019-12-07 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;ELDDM0;Vendex;T1D81N;Fast Food;ELDDM0;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
19621874;2019-11-19 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELQM0J;Vendex;T1D81N;Fast Food;ELQM0J;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
15968741;2019-12-12 00:00:00;315.0;5814;MOSKVA;IX991 WX4DE;AGOXFX;Кофе Поинт;IX991 WX4DE;Fast Food;AGOXFX;50;F;38;married;R;50;Corporate customer employee/ payroll scheme
28172299;2019-10-03 00:00:00;18.0;5814;SANKT-PETERBU;T1D81N;EE0VK5;Vendex;T1D81N;Fast Food;EE0VK5;50;F;31;married;R;50;Corporate customer employee/ payroll scheme
51973235;2019-11-28 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;E4GTQB;Vendex;T1D81N;Fast Food;E4GTQB;50;F;35;married;R;50;Corporate customer employee/ payroll scheme
26640294;2019-10-09 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELQ9SI;Vendex;T1D81N;Fast Food;ELQ9SI;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
57927981;2019-11-14 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EE262I;Vendex;T1D81N;Fast Food;EE262I;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
6229401;2019-10-30 00:00:00;560.0;5814;MOSKVA;3AH10 D7KLKIADO4O;ZXFXSG;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;ZXFXSG;81;M;31;married;R;81;Affluent Banking payroll customer
59045264;2019-11-30 00:00:00;47.0;5814;VSEVOLOZHSK;T1D81N;EER9JP;Vendex;T1D81N;Fast Food;EER9JP;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
18245824;2019-10-03 00:00:00;125.0;5814;MOSKVA;IX9911 WX4DE;EL4OY1;Кофе Поинт;IX9911 WX4DE;Fast Food;EL4OY1;50;F;27;married;R;50;Corporate customer employee/ payroll scheme
58861705;2019-10-31 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4TUMH;Vendex;T1D81N;Fast Food;E4TUMH;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
31004342;2019-11-15 00:00:00;255.0;5814;MOSKVA;IX991 WX4DE;ELOOOP;Кофе Поинт;IX991 WX4DE;Fast Food;ELOOOP;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
3676254;2019-11-01 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;ELJEA2;Vendex;T1D81N;Fast Food;ELJEA2;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
36822604;2019-10-07 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;KJPMLK;Vendex;T1D81N;Fast Food;KJPMLK;50;M;45;not_married;R;50;Corporate customer employee/ payroll scheme
20590703;2019-11-19 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4SOJJ;Vendex;T1D81N;Fast Food;E4SOJJ;50;F;25;not_married;R;50;Corporate customer employee/ payroll scheme
